SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,400 Beale St #508,San Francisco,CA,94105,699000,1,1.0,San Francisco,694,,2001,4,1007,863,Active,,,http://www.redfin.com/CA/San-Francisco/400-Beale-St-94105/unit-508/home/12399554,San Francisco MLS,421527612,N,Y,37.7869049,-122.3909202
MLS Listing,,Condo/Co-op,545 Ashbury St #2,San Francisco,CA,94117,849000,1,1.0,San Francisco,,2500,1900,14,,338,Active,,,http://www.redfin.com/CA/San-Francisco/545-Ashbury-St-94117/unit-2/home/114072474,San Francisco MLS,421523837,N,Y,37.7702626,-122.4472325
MLS Listing,,Single Family Residential,336 Bradford St,San Francisco,CA,94110,1190000,3,2.0,San Francisco,1450,1572,1927,24,821,,Active,,,http://www.redfin.com/CA/San-Francisco/336-Bradford-St-94110/home/966133,San Francisco MLS,421521361,N,Y,37.7375892,-122.40986
MLS Listing,,Condo/Co-op,5800 3Rd St #1211,San Francisco,CA,94124,680000,1,1.0,Portola District,817,,2010,24,832,432,Active,,,http://www.redfin.com/CA/San-Francisco/5800-3rd-St-94124/unit-1211/home/40625857,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40938478,N,Y,37.7250528,-122.3951255
MLS Listing,,Condo/Co-op,855 Folsom St #510,San Francisco,CA,94107,975000,1,1.5,San Francisco,1030,55687,2001,27,947,635,Active,,,http://www.redfin.com/CA/San-Francisco/855-Folsom-St-94107/unit-510/home/12398153,San Francisco MLS,421520348,N,Y,37.7807672,-122.4021418
MLS Listing,,Condo/Co-op,1635 California St #24,San Francisco,CA,94109,899000,2,2.0,San Francisco,915,,2005,59,983,639,Active,,,http://www.redfin.com/CA/San-Francisco/1635-California-St-94109/unit-24/home/12277015,San Francisco MLS,511753,N,Y,37.7901833,-122.4213456
MLS Listing,,Condo/Co-op,1875 Mission St #406,San Francisco,CA,94103,839000,2,1.0,San Francisco,631,,2014,67,1330,647,Active,,,http://www.redfin.com/CA/San-Francisco/1875-Mission-St-94103/unit-406/home/109315389,San Francisco MLS,511833,N,Y,37.7671013,-122.4194461
MLS Listing,,Condo/Co-op,1370 Hayes St #1372,San Francisco,CA,94117,1450000,4,2.5,San Francisco,1706,,1900,174,850,286,Active,,,http://www.redfin.com/CA/San-Francisco/1370-Hayes-St-94117/unit-1372/home/148065731,San Francisco MLS,506674,N,Y,37.775124,-122.439022
PAST SALE,,Condo/Co-op,1 Buena Vista Ave E Unit 1A,San Francisco,CA,94117,618000,,1.0,,,2495,1950,,,,Off Market,,,http://www.redfin.com/CA/San-Francisco/143-Valmar-Ter-94112/home/1026409,Coming Soon,,N,Y,37.7252771,-122.4245985
MLS Listing,,Single Family Residential,1148 Jamestown Ave,SAN FRANCISCO,CA,94124,998000,4,2.0,SAN FRANCISCO,1810,2500,1973,1,551,,Active,,,http://www.redfin.com/CA/San-Francisco/1148-Jamestown-Ave-94124/home/1396719,MLSListings,ML81834211,N,Y,37.7200175,-122.3958765
MLS Listing,,Multi-Family (2-4 Unit),1941 - 1943 Eddy St,San Francisco,CA,94115,1695000,4,2.0,San Francisco,2186,3436,1962,1,775,,Active,,,http://www.redfin.com/CA/San-Francisco/1941-Eddy-St-94115/home/1683879,San Francisco MLS,421528579,N,Y,37.7803118,-122.4397702
MLS Listing,,Multi-Family (5+ Unit),500 9th Ave,San Francisco,CA,94118,3295000,0,,San Francisco,5106,2000,1922,1,645,,Active,,,http://www.redfin.com/CA/San-Francisco/500-9th-Ave-94118/home/2030996,San Francisco MLS,421526471,N,Y,37.7787446,-122.4671814
MLS Listing,,Single Family Residential,448 Arlington St,San Francisco,CA,94131,1795000,3,1.5,San Francisco,1461,2350,1911,1,1229,,Active,,,http://www.redfin.com/CA/San-Francisco/448-Arlington-St-94131/home/1551542,BAREIS,421528446,N,Y,37.7356004,-122.4291728
MLS Listing,,Multi-Family (5+ Unit),375 14th St,San Francisco,CA,94103,3500000,0,,San Francisco,9284,7200,1925,1,377,,Active,,,http://www.redfin.com/CA/San-Francisco/375-14th-St-94103/home/1710825,San Francisco MLS,421528610,N,Y,37.7679557,-122.4216406
MLS Listing,,Condo/Co-op,351 Buena Vista Ave Unit 702E,San Francisco,CA,94117,1195000,1,1.0,San Francisco,,13515,1987,1,,821,Active,,,http://www.redfin.com/CA/San-Francisco/351-Buena-Vista-Ave-E-94117/unit-702E/home/102813088,San Francisco MLS,421528582,N,Y,37.7675387,-122.4401564
MLS Listing,,Single Family Residential,496 Monterey Blvd,San Francisco,CA,94127,1195000,2,2.0,San Francisco,1240,3000,1922,1,964,,Active,,,http://www.redfin.com/CA/San-Francisco/496-Monterey-Blvd-94127/home/691881,San Francisco MLS,421526596,N,Y,37.7317482,-122.446569
MLS Listing,,Condo/Co-op,20 Inca Ln #3,San Francisco,CA,94115,710000,3,2.0,San Francisco,1050,666,,1,676,959,Active,,,http://www.redfin.com/CA/San-Francisco/20-Inca-Ln-94115/unit-3/home/12401367,San Francisco MLS,421528544,N,Y,37.7834077,-122.4284407
MLS Listing,,Condo/Co-op,1734 Bay St #201,San Francisco,CA,94123,1150000,2,2.0,San Francisco,,7545,1963,1,,908,Active,,,http://www.redfin.com/CA/San-Francisco/1734-Bay-St-94123/unit-201/home/1506850,San Francisco MLS,421528030,N,Y,37.8030989,-122.4355904
MLS Listing,,Single Family Residential,37 Ralston St,San Francisco,CA,94132,997000,2,1.0,San Francisco,1084,2687,1962,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/37-Ralston-St-94132/home/1945580,MetroList,421522918,N,Y,37.7131569,-122.468816
MLS Listing,,Multi-Family (5+ Unit),1016 - 1018 Shotwell St,San Francisco,CA,94110,4595000,12,4.0,San Francisco,8208,5513,1900,1,560,,Active,,,http://www.redfin.com/CA/San-Francisco/1016-Shotwell-St-94110/home/797889,San Francisco MLS,421528040,N,Y,37.7517887,-122.4154232
MLS Listing,,Single Family Residential,1095 Pacheco St,San Francisco,CA,94116,1900000,3,2.5,San Francisco,1740,1598,1959,1,1092,,Active,,,http://www.redfin.com/CA/San-Francisco/1095-Pacheco-St-94116/home/1878216,San Francisco MLS,421528213,N,Y,37.7510078,-122.4716876
MLS Listing,,Single Family Residential,730 Noe St,San Francisco,CA,94114,1395000,2,1.0,San Francisco,1208,1208,1903,1,1155,,Active,,,http://www.redfin.com/CA/San-Francisco/730-Noe-St-94114/home/1502135,San Francisco MLS,421527781,N,Y,37.7573291,-122.4326645
MLS Listing,,Single Family Residential,,San Francisco,CA,94132,1339000,3,3.0,San Francisco,1828,2495,1964,1,732,,Active,,,http://www.redfin.com/CA/San-Francisco/Undisclosed-address-94132/home/825907,San Francisco MLS,421528486,N,Y,37.7185379,-122.4629009
MLS Listing,,Single Family Residential,4020 Noriega St,San Francisco,CA,94122,1028000,3,2.0,San Francisco,1378,2325,1954,1,746,,Active,,,http://www.redfin.com/CA/San-Francisco/4020-Noriega-St-94122/home/1894717,San Francisco MLS,421528436,N,Y,37.7530892,-122.506992
MLS Listing,,Single Family Residential,326 Naples St,San Francisco,CA,94112,899000,4,2.0,San Francisco,1479,2500,1900,1,608,,Active,,,http://www.redfin.com/CA/San-Francisco/326-Naples-St-94112/home/1149990,San Francisco MLS,421528418,N,Y,37.7236292,-122.4294645
MLS Listing,,Condo/Co-op,386 Richland Ave Unit C,San Francisco,CA,94110,749000,1,1.0,San Francisco,789,2675,1900,1,949,230,Active,,,http://www.redfin.com/CA/San-Francisco/386-Richland-Ave-94110/unit-C/home/11743713,San Francisco MLS,421526431,N,Y,37.7354664,-122.4172825
MLS Listing,,Single Family Residential,1606 Vallejo St,San Francisco,CA,94123,4895000,4,3.5,San Francisco,4112,3770,,1,1190,,Active,,,http://www.redfin.com/CA/San-Francisco/1606-Vallejo-St-94123/home/1876987,San Francisco MLS,421527376,N,Y,37.7967318,-122.4242549
MLS Listing,,Condo/Co-op,371 - 375 Haight St #373,San Francisco,CA,94102,1595000,3,2.0,San Francisco,,2021,1900,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/371-Haight-St-94102/unit-373/home/174689734,San Francisco MLS,421523719,N,Y,37.772177,-122.428259
MLS Listing,,Condo/Co-op,401 Harrison St Unit 18B,San Francisco,CA,94105,1799000,2,2.0,San Francisco,1311,,2014,1,1372,1369,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-18B/home/110291276,San Francisco MLS,421528410,N,Y,37.7864989,-122.3921487
MLS Listing,,Multi-Family (2-4 Unit),1630 Hyde St,San Francisco,CA,94109-2638,5200000,,,Nob Hill,4830,2809,1904,1,1077,,Active,,,http://www.redfin.com/CA/San-Francisco/1630-Hyde-St-94109/home/1161314,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40939050,N,Y,37.7959761,-122.4180783
MLS Listing,,Single Family Residential,3918 San Bruno Ave,San Francisco,CA,94134,1790000,5,4.0,San Francisco,2806,1796,2010,1,638,,Active,,,http://www.redfin.com/CA/San-Francisco/3918-San-Bruno-Ave-94134/home/28935749,San Francisco MLS,421528393,N,Y,37.7147094,-122.4016958
MLS Listing,,Single Family Residential,81 Oneida Ave,San Francisco,CA,94112,1493000,3,2.0,San Francisco,1703,2495,1939,2,877,,Active,,,http://www.redfin.com/CA/San-Francisco/81-Oneida-Ave-94112/home/817931,San Francisco MLS,421526231,N,Y,37.7206265,-122.4401346
MLS Listing,,Condo/Co-op,250 King St #634,San Francisco,CA,94107,755000,1,1.0,San Francisco,760,213232,2004,2,993,799,Active,,,http://www.redfin.com/CA/San-Francisco/250-King-St-94107/unit-634/home/22889339,San Francisco MLS,421525349,N,Y,37.7776422,-122.3934181
MLS Listing,,Condo/Co-op,1800 Bryant St #104,San Francisco,CA,94110,875000,1,2.0,San Francisco,1045,14972,2000,2,837,550,Active,,,http://www.redfin.com/CA/San-Francisco/1800-Bryant-St-94110/unit-104/home/1125782,San Francisco MLS,421519860,N,Y,37.7640877,-122.4108277
MLS Listing,,Single Family Residential,461 Allison St,San Francisco,CA,94112,829000,2,1.0,San Francisco,925,3219,1962,2,896,,Active,,,http://www.redfin.com/CA/San-Francisco/461-Allison-St-94112/home/1869241,San Francisco MLS,421528175,N,Y,37.7094091,-122.4403043
MLS Listing,,Single Family Residential,200 Naples St,SAN FRANCISCO,CA,94112,1250000,3,2.5,SAN FRANCISCO,2044,2495,1907,2,612,,Active,,,http://www.redfin.com/CA/San-Francisco/200-Naples-St-94112/home/1993920,MLSListings,ML81834024,N,Y,37.7254612,-122.4279484
MLS Listing,,Single Family Residential,2468 Filbert St,San Francisco,CA,94123,5495000,6,5.0,San Francisco,5775,3875,1951,2,952,,Active,,,http://www.redfin.com/CA/San-Francisco/2468-Filbert-St-94123/home/1626813,San Francisco MLS,421528342,N,Y,37.7977645,-122.4401351
MLS Listing,,Single Family Residential,1045 Girard St,San Francisco,CA,94134,1049500,3,2.0,San Francisco,1493,2042,1946,2,703,,Active,,,http://www.redfin.com/CA/San-Francisco/1045-Girard-St-94134/home/1802062,San Francisco MLS,511857,N,Y,37.7196526,-122.4012201
MLS Listing,,Condo/Co-op,360 Guerrero St #417,San Francisco,CA,94103,510000,0,1.0,San Francisco,508,45288,1983,2,1004,544,Active,,,http://www.redfin.com/CA/San-Francisco/360-Guerrero-St-94103/unit-417/home/2004725,San Francisco MLS,421528327,N,Y,37.7654623,-122.4249163
MLS Listing,,Condo/Co-op,300 3rd St #522,San Francisco,CA,94107,699000,1,1.0,San Francisco,871,,1990,2,803,724,Active,,,http://www.redfin.com/CA/San-Francisco/300-3rd-St-94107/unit-522/home/1405698,San Francisco MLS,421522515,N,Y,37.7831802,-122.3990823
MLS Listing,,Condo/Co-op,250 King St #532,San Francisco,CA,94107,765000,1,,San Francisco,716,213232,2004,2,1068,800,Active,,,http://www.redfin.com/CA/San-Francisco/250-King-St-94107/unit-532/home/22889149,San Francisco MLS,421528335,N,Y,37.7776422,-122.3934181
MLS Listing,,Multi-Family (2-4 Unit),518 - 520 Presidio Ave,San Francisco,CA,94115,2088000,4,1.0,San Francisco,2740,2495,1923,2,762,,Active,,,http://www.redfin.com/CA/San-Francisco/518-Presidio-Ave-94115/home/1492161,San Francisco MLS,421527833,N,Y,37.7868747,-122.4464154
MLS Listing,,Condo/Co-op,885 Rhode Island St,San Francisco,CA,94107,1595000,3,2.0,San Francisco,1930,2500,1988,2,826,,Active,,,http://www.redfin.com/CA/San-Francisco/885-Rhode-Island-St-94107/home/148077442,San Francisco MLS,421528041,N,Y,37.7585793,-122.4018059
MLS Listing,,Condo/Co-op,887 Rhode Island St,San Francisco,CA,94107,1495000,2,2.5,San Francisco,1850,2500,1988,2,808,,Active,,,http://www.redfin.com/CA/San-Francisco/887-Rhode-Island-St-94107/home/731719,San Francisco MLS,421528110,N,Y,37.758567,-122.401663
MLS Listing,,Single Family Residential,808 South Van Ness Ave,San Francisco,CA,94110,1895000,3,2.5,San Francisco,2180,1587,1900,2,869,,Active,,,http://www.redfin.com/CA/San-Francisco/808-S-Van-Ness-Ave-94110/home/1479112,San Francisco MLS,421527929,N,Y,37.760106,-122.41727
MLS Listing,,Condo/Co-op,22 Parsons St,San Francisco,CA,94118,1195000,2,2.0,San Francisco,1245,2375,1908,2,960,300,Active,,,http://www.redfin.com/CA/San-Francisco/22-Parsons-St-94118/unit-22/home/69371345,San Francisco MLS,421526770,N,Y,37.7752644,-122.4551429
MLS Listing,,Condo/Co-op,300 Ivy St #513,San Francisco,CA,94102,949000,1,1.0,San Francisco,,,2014,2,,550,Active,,,http://www.redfin.com/CA/San-Francisco/300-Ivy-St-94102/unit-513/home/69054955,San Francisco MLS,421527594,N,Y,37.7774924,-122.4235603
MLS Listing,,Single Family Residential,427 Moraga St,SAN FRANCISCO,CA,94122,1488000,3,2.0,SAN FRANCISCO,1425,2495,1927,2,1044,,Active,,,http://www.redfin.com/CA/San-Francisco/427-Moraga-St-94122/home/1628873,MLSListings,ML81833961,N,Y,37.7563105,-122.4674008
MLS Listing,,Condo/Co-op,1170 Sacramento St Unit 8A,San Francisco,CA,94109,3650000,2,2.5,San Francisco,,2243,1963,2,,2832,Active,,,http://www.redfin.com/CA/San-Francisco/1170-Sacramento-St-94108/unit-8A/home/1514088,San Francisco MLS,421526938,N,Y,37.7929056,-122.4121403
MLS Listing,,Single Family Residential,848 Peralta Ave,San Francisco,CA,94110,1595000,3,3.0,San Francisco,1310,1751,2007,2,1218,,Active,,,http://www.redfin.com/CA/San-Francisco/848-Peralta-Ave-94110/home/12226771,San Francisco MLS,421526363,N,Y,37.7389877,-122.4090968
MLS Listing,,Single Family Residential,1387 41st Ave,San Francisco,CA,94122,1199000,5,4.0,San Francisco,2250,2060,1941,3,533,,Active,,,http://www.redfin.com/CA/San-Francisco/1387-41st-Ave-94122/home/1660564,San Francisco MLS,421528221,N,Y,37.760938,-122.5008548
MLS Listing,,Single Family Residential,67 Richland Ave,San Francisco,CA,94110,1395000,3,1.5,San Francisco,1635,2500,1890,3,853,,Active,,,http://www.redfin.com/CA/San-Francisco/67-Richland-Ave-94110/home/1918389,San Francisco MLS,421527647,N,Y,37.7361999,-122.425048
MLS Listing,,Condo/Co-op,219 Cumberland St #4,San Francisco,CA,94114,750000,1,1.0,San Francisco,690,2889,1964,3,1087,401,Active,,,http://www.redfin.com/CA/San-Francisco/219-Cumberland-St-94114/unit-4/home/22042897,San Francisco MLS,421528132,N,Y,37.7586105,-122.4286521
MLS Listing,,Condo/Co-op,435 China Basin St #213,San Francisco,CA,94158,998000,1,1.0,San Francisco,843,122891,2012,3,1184,815,Active,,,http://www.redfin.com/CA/San-Francisco/435-China-Basin-St-94158/unit-213/home/40629242,San Francisco MLS,421528207,N,Y,37.7715936,-122.3885893
MLS Listing,,Single Family Residential,680 Hamilton St,San Francisco,CA,94134,759000,2,1.0,San Francisco,756,1751,1952,3,1004,,Active,,,http://www.redfin.com/CA/San-Francisco/680-Hamilton-St-94134/home/1488367,San Francisco MLS,421528200,N,Y,37.7226935,-122.4083003
MLS Listing,,Condo/Co-op,400 Spear St #113,San Francisco,CA,94105,1275000,2,2.0,San Francisco,1424,29797,1996,3,895,609,Active,,,http://www.redfin.com/CA/San-Francisco/400-Spear-St-94105/unit-113/home/102813271,San Francisco MLS,421527831,N,Y,37.7884088,-122.3892492
MLS Listing,,Condo/Co-op,460 5th Ave,San Francisco,CA,94118,1699000,3,2.0,San Francisco,1729,3033,2004,3,983,235,Active,,,http://www.redfin.com/CA/San-Francisco/460-5th-Ave-94118/home/1365179,San Francisco MLS,421527940,N,Y,37.779917,-122.462802
MLS Listing,,Condo/Co-op,1 Hawthorne St Unit 23A,San Francisco,CA,94105,1950000,2,2.0,San Francisco,1558,12409,,3,1252,1363,Active,,,http://www.redfin.com/CA/San-Francisco/1-Hawthorne-St-94105/unit-23A/home/50262882,San Francisco MLS,421528174,N,Y,37.7857356,-122.3989521
MLS Listing,,Single Family Residential,722 Girard St,SAN FRANCISCO,CA,94134,1299000,5,3.0,SAN FRANCISCO,2480,3998,1907,3,524,,Active,,,http://www.redfin.com/CA/San-Francisco/722-Girard-St-94134/home/1696152,MLSListings,ML81833897,N,Y,37.7233254,-122.4032115
MLS Listing,,Condo/Co-op,720 York St #102,San Francisco,CA,94110,1295000,1,1.0,San Francisco,1454,,1999,3,891,598,Active,,,http://www.redfin.com/CA/San-Francisco/720-York-St-94110/unit-102/home/12396548,San Francisco MLS,421528038,N,Y,37.7598258,-122.4092029
MLS Listing,,Condo/Co-op,18 Lansing St #403,San Francisco,CA,94105,1859000,2,2.0,San Francisco,1688,10062,1928,3,1101,659,Active,,,http://www.redfin.com/CA/San-Francisco/18-Lansing-St-94105/unit-403/home/12395949,San Francisco MLS,421526773,N,Y,37.7863844,-122.393839
MLS Listing,,Condo/Co-op,403 Main St Unit 816N,San Francisco,CA,94105,950000,1,1.0,San Francisco,862,29037,1997,3,1102,689,Active,,,http://www.redfin.com/CA/San-Francisco/403-Main-St-94105/unit-816N/home/1801130,San Francisco MLS,421527936,N,Y,37.7880767,-122.3896032
MLS Listing,,Multi-Family (2-4 Unit),8137 - 8139 Geary Blvd,San Francisco,CA,94121,1595000,4,,San Francisco,2600,1873,1948,3,613,,Active,,,http://www.redfin.com/CA/San-Francisco/8137-Geary-Blvd-94121/home/1988938,San Francisco MLS,421523732,N,Y,37.7788066,-122.5068077
MLS Listing,,Condo/Co-op,8 Montezuma St,San Francisco,CA,94110,995000,2,1.0,San Francisco,865,1750,1931,3,1150,,Active,,,http://www.redfin.com/CA/San-Francisco/8-Montezuma-St-94110/home/2001196,San Francisco MLS,421527810,N,Y,37.7458372,-122.416895
MLS Listing,,Single Family Residential,56 Cielito Dr,San Francisco,CA,94134,699000,3,1.0,San Francisco,990,1999,1944,3,706,,Active,,,http://www.redfin.com/CA/San-Francisco/56-Cielito-Dr-94134/home/1885854,San Francisco MLS,421527994,N,Y,37.7097209,-122.4221162
MLS Listing,,Single Family Residential,629 Lakeview Ave,San Francisco,CA,94112,969000,3,2.0,San Francisco,1415,2495,1954,3,685,,Active,,,http://www.redfin.com/CA/San-Francisco/629-Lakeview-Ave-94112/home/1850601,San Francisco MLS,421527644,N,Y,37.7181045,-122.4571402
MLS Listing,,Condo/Co-op,10 Kennedy Pl #304,San Francisco,CA,94124,839000,2,2.0,San Francisco,969,,2018,3,866,611,Active,,,http://www.redfin.com/CA/San-Francisco/10-Kennedy-Pl-94124/unit-304/home/173337445,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40941155,N,Y,37.7281091,-122.367719
MLS Listing,,Condo/Co-op,588 Minna St #301,San Francisco,CA,94109,1099000,2,2.0,San Francisco,998,8084,,3,1101,680,Active,,,http://www.redfin.com/CA/San-Francisco/588-Minna-94103/unit-301/home/174684627,San Francisco MLS,421527897,N,Y,37.7790369,-122.4101047
MLS Listing,,Condo/Co-op,280 Spear St Unit 31C,San Francisco,CA,94105,2200000,2,2.0,San Francisco,1297,47916,,3,1696,1284,Active,,,http://www.redfin.com/CA/San-Francisco/280-Spear-St-94105/unit-31C/home/171848540,San Francisco MLS,421527933,N,Y,37.7903739,-122.3913812
MLS Listing,,Condo/Co-op,1812 Pacific Ave,San Francisco,CA,94109,2525000,3,2.5,San Francisco,1829,7686,2009,3,1381,360,Active,,,http://www.redfin.com/CA/San-Francisco/1812-Pacific-Ave-94109/home/21506813,San Francisco MLS,421524358,N,Y,37.7948128,-122.4256762
MLS Listing,,Condo/Co-op,10 Kennedy Pl #108,San Francisco,CA,94124,699000,1,1.0,San Francisco,655,,2018,3,1067,544,Active,,,http://www.redfin.com/CA/San-Francisco/10-Kennedy-Pl-94124/unit-108/home/173337420,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40941123,N,Y,37.7281091,-122.367719
MLS Listing,,Condo/Co-op,1859 Vallejo St #2,San Francisco,CA,94123,1899000,3,2.0,San Francisco,1928,5451,1909,3,985,621,Active,,,http://www.redfin.com/CA/San-Francisco/1859-Vallejo-St-94123/unit-2/home/563457,San Francisco MLS,421527369,N,Y,37.795886,-122.4278208
MLS Listing,,Condo/Co-op,2814 21st St,San Francisco,CA,94110,1389000,3,2.0,San Francisco,1400,2596,1910,3,992,350,Active,,,http://www.redfin.com/CA/San-Francisco/2814-21st-St-94110/home/174683806,San Francisco MLS,421527832,N,Y,37.7576194,-122.410892
MLS Listing,,Condo/Co-op,123 Corwin St Unit B,San Francisco,CA,94114,975000,2,1.0,San Francisco,817,2541,1962,3,1193,196,Active,,,http://www.redfin.com/CA/San-Francisco/123-Corwin-St-94114/unit-B/home/100768863,San Francisco MLS,421527898,N,Y,37.7573582,-122.4407155
MLS Listing,,Multi-Family (2-4 Unit),148 - 152 Fillmore St,San Francisco,CA,94117,2995000,7,3.0,San Francisco,3801,1950,1900,3,788,,Active,,,http://www.redfin.com/CA/San-Francisco/148-Fillmore-St-94117/home/1523427,San Francisco MLS,421527895,N,Y,37.7710169,-122.4299664
MLS Listing,,Condo/Co-op,151 Alice B. Toklas Pl #801,San Francisco,CA,94109,949500,1,1.0,San Francisco,954,25240,1920,3,995,899,Active,,,http://www.redfin.com/CA/San-Francisco/151-Alice-B-Toklas-94109/unit-801/home/999541,San Francisco MLS,421527786,N,Y,37.7850879,-122.420674
MLS Listing,,Condo/Co-op,201 Harrison St #512,San Francisco,CA,94105,499900,0,1.0,San Francisco,,38449,1991,3,,576,Active,,,http://www.redfin.com/CA/San-Francisco/201-Harrison-St-94105/unit-512/home/727665,San Francisco MLS,421526440,N,Y,37.7875875,-122.3904715
MLS Listing,,Condo/Co-op,201 Harrison St #405,San Francisco,CA,94105,648888,1,1.0,San Francisco,544,38449,1991,3,1193,627,Active,,,http://www.redfin.com/CA/San-Francisco/201-Harrison-St-94105/unit-405/home/1264012,San Francisco MLS,421526368,N,Y,37.7875875,-122.3904715
MLS Listing,,Condo/Co-op,338 Potrero Ave #801,San Francisco,CA,94103,849000,1,1.0,San Francisco,,11250,2017,3,,636,Active,,,http://www.redfin.com/CA/San-Francisco/338-Potrero-Ave-94103/unit-801/home/144063909,San Francisco MLS,421525876,N,Y,37.7651395,-122.4078164
MLS Listing,,Condo/Co-op,588 Minna St #203,San Francisco,CA,94109,699000,1,1.0,San Francisco,644,8084,2021,3,1085,556,Active,,,http://www.redfin.com/CA/San-Francisco/588-Minna-St-94103/unit-203/home/169632443,San Francisco MLS,421527836,N,Y,37.7790369,-122.4101047
MLS Listing,,Single Family Residential,437 Ellsworth St,San Francisco,CA,94110,2350000,3,3.5,San Francisco,,1750,,3,,,Active,,,http://www.redfin.com/CA/San-Francisco/437-Ellsworth-St-94110/home/2001228,San Francisco MLS,421520019,N,Y,37.7379374,-122.4144839
MLS Listing,,Condo/Co-op,1800 Washington St #317,San Francisco,CA,94109,825000,1,1.0,San Francisco,740,38432,2001,3,1115,739,Active,,,http://www.redfin.com/CA/San-Francisco/1800-Washington-St-94109/unit-317/home/987437,San Francisco MLS,421526900,N,Y,37.7934317,-122.4234277
MLS Listing,,Condo/Co-op,388 Fulton St #211,SAN FRANCISCO,CA,94102,895000,2,1.0,SAN FRANCISCO,714,,2016,3,1254,638,Active,,,http://www.redfin.com/CA/San-Francisco/388-Fulton-St-94102/unit-211/home/109688253,MLSListings,ML81833778,N,Y,37.7790409,-122.4231102
MLS Listing,,Single Family Residential,1502 Shotwell St,San Francisco,CA,94110,2695000,3,2.0,San Francisco,2335,4200,1909,3,1154,,Active,,,http://www.redfin.com/CA/San-Francisco/1502-Shotwell-St-94110/home/1759761,San Francisco MLS,421527593,N,Y,37.744687,-122.415059
MLS Listing,,Single Family Residential,1390 Hampshire St,SAN FRANCISCO,CA,94110,1450000,3,1.0,SAN FRANCISCO,1217,2596,1926,3,1191,,Active,,,http://www.redfin.com/CA/San-Francisco/1390-Hampshire-St-94110/home/1911857,MLSListings,ML81833777,N,Y,37.750045,-122.407296
MLS Listing,,Condo/Co-op,701 - 1 Hampshire St,San Francisco,CA,94110,625000,1,1.0,San Francisco,600,,1960,3,1042,450,Active,,,http://www.redfin.com/CA/San-Francisco/701-Hampshire-St-94110/unit-102/home/1518942,San Francisco MLS,421527779,N,Y,37.7603979,-122.4078827
